Timestep,L.ASIS,L.Ankle,L.Biceps,L.Clavicle,L.Elbow,L.Forearm,L.Heel,L.Knee,L.MT5,L.PSIS,L.SH1,L.SH2,L.SH3,L.Shoulder,L.TH1,L.TH2,L.TH3,L.TH4,L.Toe,L.Wrist,R.ASIS,R.Ankle,R.Biceps,R.Clavicle,R.Elbow,R.Forearm,R.Heel,R.Knee,R.MT5,R.PSIS,R.SH1,R.SH2,R.SH3,R.SH4,R.Shoulder,R.TH1,R.TH2,R.TH3,R.Toe,R.Wrist,S2
192,0.0215495,0.00496717,0.00172397,0.00467608,0.00792356,0.000597516,0.0106279,0.0101533,0.00909912,0.00847219,0.00380548,0.00538575,0.00681918,0.0157531,0.013763,0.0136796,0.00812036,0.00847862,0.0167229,0.0111551,0.0194452,0.014754,0.00411357,0.00520802,0.00147729,0.0015613,0.00969596,0.0126347,0.0278827,0.00814368,0.00108751,0.00690279,0.00934916,0.00364704,0.00982488,0.0232358,0.0181144,0.012022,0.0396424,0.00163719,0.00905245
193,0.0213382,0.0043347,0.0019812,0.004854,0.00779836,0.000747243,0.00769763,0.0108116,0.00930601,0.00854228,0.00564912,0.00770366,0.00648499,0.0158554,0.0135855,0.0159693,0.00480013,0.00932074,0.0161281,0.0111861,0.0195126,0.0147066,0.00407361,0.00522497,0.00162898,0.00140851,0.010868,0.0125023,0.0272295,0.0082539,0.000924606,0.00676213,0.00929571,0.00393259,0.00995602,0.0239916,0.0189672,0.0121705,0.039517,0.00165528,0.00895661
194,0.0212392,0.00372371,0.00214577,0.00487583,0.00768591,0.00100262,0.00500633,0.0116098,0.00881195,0.00853157,0.00735934,0.00980903,0.00679852,0.0159325,0.0142832,0.0179766,0.00398525,0.0104971,0.0144823,0.0112104,0.0194915,0.0145705,0.00388063,0.00529474,0.00172461,0.00122658,0.0121865,0.0122797,0.0267966,0.008383,0.00120338,0.00671526,0.00944451,0.00438504,0.0101249,0.0243345,0.0194447,0.012133,0.0399104,0.00165904,0.00892319
195,0.021181,0.00291929,0.00224828,0.00479192,0.00758332,0.00114533,0.00420255,0.0120952,0.0074275,0.00838756,0.00827908,0.0110138,0.00758151,0.015989,0.0149758,0.019401,0.00458277,0.0114177,0.0126509,0.0112015,0.0193098,0.0138021,0.0036727,0.00536594,0.00176324,0.0011768,0.0134409,0.0120603,0.0265096,0.00835199,0.00131239,0.00661842,0.0095853,0.00476121,0.0102512,0.0243866,0.0199084,0.0117914,0.0404448,0.00156896,0.00862763
196,0.0209808,0.00161007,0.00242474,0.00488219,0.00740338,0.0011169,0.0065805,0.01217,0.00688547,0.00806113,0.00841902,0.0110915,0.00784759,0.0160054,0.0156497,0.020481,0.00549533,0.012349,0.0130283,0.0111794,0.0191047,0.0128365,0.00335423,0.00540936,0.00171721,0.00125308,0.014824,0.0118696,0.025351,0.00813417,0.00127739,0.00621234,0.00960335,0.00529911,0.0103441,0.0243119,0.0199812,0.0112375,0.039769,0.00143423,0.00835891
197,0.0209378,0.00284657,0.00251378,0.0049899,0.00742835,0.00110496,0.00735164,0.0120182,0.00607764,0.00771666,0.00767201,0.0107038,0.00768275,0.0160804,0.0157872,0.0205352,0.00568259,0.0127702,0.0122778,0.0112305,0.0188074,0.0120303,0.00311474,0.00545599,0.00175667,0.00137109,0.0161947,0.0115752,0.0243309,0.00808124,0.00130573,0.00580985,0.00977427,0.0059078,0.0104445,0.0241356,0.0196097,0.0106407,0.0393266,0.00142277,0.00799246
198,0.0208083,0.00436492,0.00258285,0.00496262,0.00731162,0.00114678,0.00712462,0.0120632,0.00668605,0.00745682,0.00682971,0.00988587,0.0073158,0.0161303,0.0156479,0.0200098,0.00533821,0.0124833,0.0118025,0.0113729,0.0185629,0.011107,0.00298398,0.0055461,0.00178093,0.00143147,0.0178798,0.0112156,0.023353,0.00793371,0.00133218,0.00530309,0.0100911,0.00667048,0.010526,0.0237296,0.0186709,0.00991779,0.038898,0.00147141,0.00793057
199,0.0206349,0.00501508,0.00265369,0.00488277,0.00723014,0.00146011,0.006846,0.0121043,0.00682432,0.00719248,0.00587096,0.00875617,0.00675125,0.0161379,0.0149971,0.019006,0.00479465,0.011609,0.0118919,0.0113437,0.0184738,0.0103836,0.0029757,0.00555085,0.00178345,0.00149248,0.0196488,0.010864,0.0224787,0.00786315,0.00152126,0.00484505,0.0103014,0.00741067,0.0105478,0.0234237,0.0179366,0.00924278,0.0385937,0.00146832,0.00783164
200,0.0204852,0.00568743,0.00269354,0.00468248,0.00723814,0.00168781,0.0060642,0.0119846,0.00691267,0.00694839,0.00442898,0.00759396,0.00615114,0.0161606,0.0141313,0.0175816,0.00404825,0.0101194,0.0124605,0.011339,0.0184587,0.00986456,0.00305304,0.00551484,0.00182346,0.00154228,0.0216142,0.0105471,0.0220315,0.00771363,0.00170917,0.00435236,0.0104612,0.00817107,0.0104882,0.0230558,0.0169875,0.00865756,0.0384992,0.00141375,0.00771129
201,0.0201694,0.00637292,0.00281843,0.00466072,0.00725039,0.00180434,0.00489582,0.0117388,0.00748154,0.00691823,0.00255222,0.00628501,0.00621218,0.0161659,0.0133093,0.0158128,0.00335254,0.00820953,0.0135702,0.0114752,0.0184966,0.0097152,0.0030849,0.00543194,0.00177624,0.00169071,0.0233129,0.0101808,0.0207296,0.00745373,0.00204997,0.00383134,0.0101793,0.00848141,0.0104218,0.0230277,0.0166775,0.0082393,0.0374342,0.00136321,0.00772652
202,0.0199101,0.00738665,0.00300094,0.00463849,0.00738624,0.00179006,0.0051498,0.0116406,0.00996848,0.00694329,0.000926211,0.00520704,0.0075497,0.0162006,0.0128026,0.0142085,0.00358035,0.00658654,0.0163068,0.0116631,0.0184261,0.00958256,0.00306745,0.00548434,0.00170012,0.0016971,0.0247449,0.0096824,0.0198477,0.00736966,0.00243612,0.00328683,0.00992278,0.00882341,0.0103735,0.0228718,0.0164902,0.00777413,0.0365384,0.00131374,0.00773811
203,0.019741,0.00656327,0.00312138,0.00456083,0.00744297,0.00181567,0.00674576,0.0120448,0.0125484,0.00699144,0.0020094,0.00493595,0.00895267,0.0162622,0.0125162,0.0130709,0.00412648,0.00548937,0.0199164,0.0117473,0.0183148,0.00952926,0.00296081,0.00559059,0.00176522,0.00159438,0.025965,0.00922304,0.0199677,0.00738759,0.00277363,0.00273396,0.00976786,0.00920158,0.0103702,0.0224736,0.0162477,0.00730038,0.0359568,0.00124686,0.00778622
204,0.0197066,0.00467446,0.0031223,0.00461825,0.00736059,0.00180537,0.0092652,0.0127335,0.0128323,0.00709693,0.00250734,0.00534485,0.00895758,0.0163646,0.012314,0.0118299,0.0048604,0.00418214,0.0205986,0.01184,0.0182399,0.00966645,0.00272181,0.00563951,0.00199638,0.00148678,0.0264655,0.00891102,0.0189254,0.00745011,0.00298563,0.00212018,0.00896758,0.00891097,0.0104849,0.0223699,0.0164436,0.00718183,0.0345383,0.00110222,0.00776182
205,0.0200965,0.00384369,0.00306518,0.00473539,0.0072051,0.00193621,0.0131901,0.0135115,0.0115196,0.00714267,0.00112574,0.00529975,0.00654375,0.0165361,0.0118157,0.0104624,0.0051549,0.00262592,0.0188012,0.0118442,0.0179374,0.00984302,0.00246683,0.00570013,0.00240571,0.00127912,0.026896,0.00873885,0.0189004,0.00772798,0.00294107,0.00148443,0.00826433,0.00875797,0.0107303,0.0217248,0.0161757,0.00704737,0.0335555,0.000830073,0.00754378
206,0.0208893,0.00457707,0.0030709,0.00476214,0.00704354,0.00187868,0.0167001,0.0141717,0.0102213,0.00711903,0.00372992,0.00610762,0.00500753,0.016647,0.0110032,0.00902306,0.00455253,0.00180704,0.015271,0.011794,0.0175752,0.0104129,0.00228892,0.00579455,0.00285131,0.00118568,0.027801,0.00865262,0.0191784,0.00803012,0.00237296,0.00158823,0.00764058,0.00880556,0.0109763,0.0202337,0.0149739,0.00695115,0.0332369,0.000506653,0.00710395
207,0.0214597,0.00522514,0.00305233,0.00477139,0.00697624,0.00155153,0.0201967,0.0147933,0.00974216,0.00697936,0.00631439,0.00717975,0.00583895,0.0166262,0.0104258,0.0084534,0.00288629,0.00296672,0.0132236,0.0117943,0.0173873,0.0111378,0.00209116,0.00587514,0.00322699,0.00123831,0.0273429,0.00871645,0.0196455,0.00832639,0.00195929,0.00237302,0.00617428,0.00801409,0.0111321,0.0189474,0.0139996,0.0076937,0.0312074,0.000277394,0.00668861
208,0.0221366,0.0055616,0.00302884,0.00482341,0.00691388,0.00153817,0.0220503,0.015217,0.0100438,0.00695333,0.00695666,0.00719767,0.00586811,0.0166117,0.00987106,0.00919709,0.00164925,0.00499174,0.0134194,0.0117317,0.017183,0.0111221,0.00189093,0.00601376,0.00357574,0.00136237,0.0253931,0.00882605,0.0198265,0.00871403,0.00259658,0.00257322,0.0036919,0.0061989,0.0112338,0.0174333,0.0130599,0.00873622,0.0300698,8.82327e-05,0.0062642
209,0.0226517,0.00597075,0.00294504,0.00488739,0.00690748,0.00153756,0.0226653,0.0156484,0.00999399,0.00677664,0.006135,0.0065222,0.0050054,0.0166752,0.00896772,0.010308,0.00169856,0.0071448,0.0145291,0.0116352,0.017299,0.011201,0.00152483,0.00618811,0.00383389,0.00148897,0.0226908,0.00877378,0.0202098,0.00895694,0.00398855,0.00367163,0.00105969,0.00386124,0.0112945,0.0159075,0.0123548,0.00963627,0.0283091,0.000126628,0.00609177
210,0.023048,0.0059906,0.00280937,0.00494835,0.00698,0.00156727,0.021893,0.0160772,0.0104656,0.00664272,0.00433867,0.00509058,0.00389083,0.0166787,0.00800745,0.0106015,0.00213078,0.00824875,0.0150326,0.011646,0.0174066,0.0111817,0.00100231,0.00636834,0.00397219,0.00155418,0.0191652,0.0083107,0.0195764,0.0090899,0.00432951,0.00473103,0.00322639,0.000834777,0.0113648,0.0139921,0.011363,0.0105039,0.0273381,0.000388555,0.00596295
211,0.0232645,0.00592813,0.00260323,0.00496688,0.0070138,0.00167495,0.0199343,0.0166489,0.0105802,0.00650914,0.0029933,0.00365814,0.00387425,0.0166323,0.00706326,0.00999908,0.00236786,0.00834325,0.01525,0.0115717,0.0174995,0.0134296,0.000657993,0.00651386,0.00395077,0.00150597,0.0170176,0.00762235,0.0182073,0.00903618,0.00459461,0.00582526,0.00579187,0.00193844,0.0114231,0.011639,0.0103177,0.0107738,0.0254099,0.000744311,0.00604126
212,0.0231714,0.00548911,0.00239999,0.00495484,0.00704823,0.00166363,0.0178994,0.0168216,0.0107448,0.00630919,0.00332674,0.00401659,0.00527614,0.0165501,0.00620029,0.00851597,0.00305751,0.00741711,0.0151448,0.0115367,0.0177391,0.0153993,0.000482472,0.00657673,0.00378833,0.00149891,0.0144516,0.00689258,0.0170108,0.0087198,0.00494677,0.00620299,0.00798459,0.00438401,0.0114566,0.00977185,0.00996391,0.010633,0.0223132,0.000856693,0.00611195
213,0.0229735,0.00477032,0.00221742,0.00491712,0.00712481,0.0016729,0.0163479,0.0167114,0.0108482,0.00600312,0.00366567,0.00486631,0.00647087,0.0165076,0.00566731,0.00679981,0.0044607,0.00655423,0.0153121,0.0115223,0.0180387,0.0172002,0.000553104,0.00658466,0.00366505,0.00153328,0.0142375,0.00628596,0.0149698,0.00817385,0.00521736,0.00626332,0.00995088,0.00661852,0.01139,0.00868227,0.0102184,0.0106273,0.0193388,0.000866744,0.00626295
214,0.0227028,0.00392401,0.00211709,0.0048512,0.00719676,0.00168209,0.0155016,0.0166072,0.010637,0.00556621,0.00384968,0.00516048,0.00671649,0.0164708,0.00549483,0.00568406,0.005736,0.00621542,0.0158225,0.0114792,0.0181348,0.0182896,0.00063216,0.00652003,0.00346599,0.00160059,0.0170434,0.00593102,0.0129401,0.00716048,0.00547095,0.00637613,0.0119355,0.00880643,0.0112791,0.00874804,0.0110691,0.0108615,0.0170916,0.000876,0.00658216
215,0.0224664,0.00329686,0.0020319,0.00478986,0.00728844,0.00162643,0.014757,0.0166534,0.0104605,0.00499617,0.00384252,0.00498964,0.00645408,0.0164145,0.00584745,0.00533047,0.00644376,0.00624098,0.0161298,0.0115088,0.0181292,0.0185337,0.000739197,0.00643682,0.00325126,0.00153567,0.0222554,0.00593146,0.0131027,0.00571906,0.00603849,0.0069307,0.0133108,0.0109419,0.0111458,0.00984508,0.0124921,0.0113227,0.0146729,0.000878936,0.00704034
216,0.0222987,0.00311262,0.00188764,0.00471086,0.0073255,0.00179139,0.0137547,0.0167971,0.0101397,0.00432483,0.0037423,0.00449442,0.00580074,0.0163446,0.00617064,0.0052991,0.00653535,0.00639337,0.015804,0.0114846,0.0181007,0.0199222,0.00104316,0.00628784,0.00288095,0.00123004,0.0280222,0.00616855,0.0153902,0.00404132,0.00667193,0.00768592,0.014106,0.0128769,0.0109819,0.0115691,0.0141148,0.0118525,0.0148903,0.000754951,0.00784318
217,0.0221112,0.00308478,0.00179793,0.00467216,0.00740356,0.0017763,0.0127267,0.0168209,0.00945436,0.00385068,0.00344787,0.00317991,0.00429318,0.0162618,0.00653534,0.00554481,0.00625509,0.00646224,0.0153462,0.0114826,0.0179678,0.0215833,0.00149742,0.00610448,0.0024179,0.00105182,0.0314499,0.00648564,0.0203999,0.00247622,0.00700536,0.00819571,0.0150371,0.0143217,0.0108038,0.0128217,0.0154682,0.0125849,0.0187936,0.000571006,0.00883552
218,0.0220395,0.00339667,0.00172563,0.00471963,0.00742192,0.00189601,0.011283,0.0166505,0.00933018,0.00355705,0.00279925,0.00175217,0.00300384,0.0161134,0.00675064,0.00542315,0.00592897,0.00623807,0.0149689,0.0114087,0.0178874,0.0229988,0.00216854,0.00595795,0.00192789,0.00110537,0.0328767,0.00666615,0.023434,0.00201544,0.00721388,0.00875101,0.0158673,0.0153278,0.0106785,0.0132888,0.0165067,0.0135829,0.0235601,0.000423074,0.00981688
219,0.0220404,0.00401384,0.00165634,0.00480239,0.0074339,0.00228031,0.00996393,0.016402,0.00955385,0.00334317,0.00228206,0.00138889,0.00234309,0.0159307,0.00661428,0.00529758,0.00542192,0.00627231,0.0149711,0.0115095,0.0179912,0.0230469,0.0029984,0.00586242,0.00142498,0.00127,0.0323914,0.00671698,0.0240738,0.00232691,0.0073059,0.00934142,0.0163756,0.0156935,0.0106285,0.013915,0.0172651,0.0148266,0.0285765,0.000241875,0.0106025
220,0.0221089,0.0042472,0.0018462,0.00491447,0.00740917,0.00248558,0.00894035,0.0163502,0.0102569,0.00326748,0.00231818,0.00239507,0.00205271,0.0158274,0.00589654,0.00543517,0.00442984,0.00696977,0.0156894,0.0116901,0.0178693,0.0208064,0.00360192,0.00581051,0.00117664,0.00138128,0.0307792,0.00685532,0.0256768,0.00246568,0.00734494,0.00945954,0.0167355,0.0152034,0.0106212,0.0150527,0.0179394,0.0163034,0.0338028,0.000109677,0.0107832
221,0.022287,0.00447888,0.00218023,0.00490808,0.00731563,0.00252149,0.0078804,0.0164081,0.0106328,0.0031456,0.00253197,0.00307912,0.00227656,0.0157953,0.00494885,0.00528793,0.00421199,0.00736514,0.0160105,0.0116971,0.0174865,0.0185561,0.00369956,0.00578697,0.00115872,0.00141198,0.0296913,0.00711506,0.0264523,0.0023025,0.00767566,0.00940223,0.0170412,0.0147253,0.0106456,0.0154133,0.0184331,0.0174095,0.0385463,9.7751e-05,0.0103293
222,0.0225086,0.00453472,0.00246551,0.0049523,0.00713629,0.00237398,0.00665099,0.0164528,0.0105341,0.00294,0.00262054,0.00285074,0.00270736,0.0157733,0.00380078,0.00492973,0.00456859,0.00742727,0.0155486,0.0115719,0.0171468,0.0167306,0.00291243,0.00571774,0.00120628,0.00145422,0.0289253,0.00746413,0.0269272,0.00210587,0.00811145,0.0091417,0.0173345,0.0146456,0.0106939,0.0148516,0.0187551,0.0181167,0.0424534,0.000150032,0.00956238
223,0.0228959,0.00437487,0.00264595,0.00499593,0.00702035,0.00231618,0.00563667,0.0163741,0.010486,0.00282734,0.0025598,0.00233932,0.00323273,0.0157491,0.00277084,0.00471789,0.00480269,0.00746829,0.0150358,0.0114609,0.0168359,0.0147776,0.00234082,0.00567348,0.00133924,0.00139095,0.027858,0.00777263,0.0282071,0.00201017,0.00820981,0.00871747,0.0176916,0.0149637,0.0107032,0.0139302,0.0188258,0.0183554,0.0458584,0.000274089,0.00891302
224,0.0232437,0.00440826,0.0026644,0.00506059,0.00695178,0.00236713,0.00496023,0.0163355,0.0100543,0.00268145,0.00258062,0.00251731,0.00431815,0.0157327,0.001929,0.00457957,0.00486665,0.00741378,0.0141365,0.0113761,0.0166231,0.0133487,0.00206909,0.00569377,0.00148264,0.0013103,0.0277875,0.00768282,0.0289767,0.00203143,0.00804967,0.00834656,0.0178675,0.0154663,0.0107038,0.0137756,0.0184785,0.0180378,0.0485862,0.000352119,0.00830267
225,0.0235869,0.00336545,0.00261857,0.00508535,0.00701008,0.00236537,0.00460243,0.0163132,0.00909549,0.00242253,0.00269482,0.00271393,0.00404978,0.0157401,0.00144825,0.00492783,0.00536777,0.00783686,0.013275,0.0113944,0.016474,0.0113207,0.00188214,0.00580515,0.00156796,0.0012711,0.0272921,0.00732956,0.0300557,0.00213501,0.00753348,0.00767458,0.0179212,0.0159833,0.0106813,0.0136798,0.0177157,0.0172666,0.0505589,0.000439579,0.00791419
226,0.0239232,0.00316363,0.00249261,0.00508068,0.0071897,0.00239683,0.00402286,0.0163183,0.00839831,0.00215899,0.00276392,0.00355806,0.00471772,0.0157365,0.00117736,0.00486388,0.00555938,0.00773278,0.0117706,0.0114547,0.0164738,0.00974522,0.00156529,0.00588626,0.00159574,0.00126043,0.0268066,0.00688565,0.0303871,0.00197322,0.00700368,0.00700604,0.0178693,0.0163882,0.0105481,0.013525,0.0163215,0.016304,0.051693,0.0004272,0.0077186
227,0.0241984,0.00279595,0.00227721,0.00516591,0.00740567,0.00222622,0.00356199,0.0162857,0.007555,0.00174729,0.00288312,0.00377871,0.00499784,0.0157231,0.00138537,0.00445263,0.00581493,0.0073925,0.00978841,0.0114427,0.0164918,0.00896971,0.00148593,0.00595108,0.00159858,0.00127126,0.0261866,0.00636603,0.0302129,0.00174186,0.00645418,0.0063643,0.0178983,0.0167684,0.0104073,0.0134905,0.0146098,0.0149907,0.0522168,0.000397655,0.00754615
228,0.0243765,0.00243074,0.00201706,0.00532964,0.00764521,0.00230839,0.00329535,0.0159347,0.00703981,0.00136765,0.00293323,0.00355383,0.00477141,0.015734,0.00203644,0.0038942,0.00634189,0.00708779,0.00812599,0.0114531,0.0164591,0.00837976,0.00152174,0.00608848,0.00161173,0.0013145,0.0249819,0.0058721,0.0302392,0.00143243,0.00587608,0.00577315,0.0180659,0.0169743,0.0102958,0.0135417,0.0126649,0.0135383,0.052135,0.000445496,0.00745157
229,0.0244881,0.00223764,0.0018514,0.00549879,0.00797952,0.00272923,0.00298427,0.0157852,0.00693032,0.00119632,0.00271033,0.00307482,0.00444416,0.0157887,0.0027983,0.00381749,0.00688158,0.00705633,0.0071427,0.0116739,0.0165685,0.00761445,0.00153049,0.00627094,0.00158967,0.00128922,0.0234928,0.00531112,0.0298709,0.00114952,0.00539542,0.00524963,0.0183871,0.0171267,0.010195,0.0135503,0.0110362,0.0123078,0.0515544,0.000531265,0.00750613
230,0.0245376,0.00205431,0.00157501,0.00558379,0.00830918,0.00307714,0.00323534,0.0153998,0.00688394,0.00104421,0.00272776,0.0024601,0.00392448,0.0158,0.0035677,0.00396987,0.00663601,0.00694232,0.006332,0.0118776,0.0168038,0.00687356,0.0016689,0.00639059,0.0014794,0.00123464,0.0216442,0.00483408,0.0290651,0.00106993,0.00536883,0.0050933,0.0188074,0.017298,0.0100675,0.0133882,0.00950581,0.0114554,0.0505037,0.000529328,0.00760577
231,0.0246062,0.00201878,0.00133077,0.00568176,0.00855438,0.00314425,0.00340205,0.0152417,0.00709672,0.000955963,0.00256442,0.00194286,0.00344568,0.0157942,0.00433163,0.00417334,0.00643423,0.00691935,0.00593231,0.0119459,0.0169978,0.00579809,0.00169305,0.00650438,0.00143051,0.0011626,0.0194723,0.00450554,0.0280828,0.0014256,0.00545183,0.00542027,0.0193599,0.0174251,0.00996806,0.0131575,0.00812912,0.0108038,0.048786,0.000522497,0.00788669
232,0.0246168,0.00208342,0.00139881,0.00581606,0.00878049,0.00299667,0.00369671,0.0153061,0.00720313,0.000954096,0.00250268,0.00178233,0.00339427,0.0158032,0.00503068,0.00443888,0.00665457,0.00680772,0.0056583,0.0119352,0.0172362,0.00466906,0.00172016,0.0066127,0.00143706,0.00114602,0.0172938,0.00439064,0.0266465,0.00200418,0.00537711,0.00604667,0.0197574,0.0173848,0.00995058,0.0129647,0.00908051,0.0107634,0.0467298,0.000492055,0.0082725
233,0.0245734,0.00226545,0.00151827,0.00589524,0.0089396,0.00293384,0.00427632,0.0153579,0.00755811,0.00114701,0.00278109,0.00219798,0.00375968,0.0158592,0.00582088,0.00477486,0.00670925,0.00673912,0.00531352,0.0118961,0.0175126,0.00398645,0.001743,0.00675063,0.00157249,0.00109002,0.0151456,0.00478116,0.0253235,0.00291111,0.00501643,0.00655867,0.0200564,0.0172617,0.00997038,0.0132375,0.0108622,0.011801,0.0442989,0.000497303,0.00880905
234,0.0246795,0.00247689,0.00159537,0.00591186,0.00918537,0.0026316,0.00406691,0.0155359,0.00792771,0.00162872,0.00305657,0.00251454,0.00367576,0.0160208,0.00708373,0.00535622,0.0074654,0.00717821,0.00536409,0.0118829,0.0178338,0.00375735,0.0017507,0.00683933,0.00178008,0.000977836,0.0129777,0.00548483,0.0242701,0.00391392,0.00463535,0.00662063,0.0200258,0.0169566,0.00993766,0.0141239,0.0129055,0.0134124,0.0417455,0.000547214,0.00942456
235,0.0247074,0.00269815,0.0018306,0.00595118,0.00954854,0.00261852,0.004726,0.0157717,0.00831066,0.00204941,0.00354018,0.0031538,0.00411513,0.0163555,0.00782007,0.0060218,0.00783846,0.00759821,0.0054986,0.0119927,0.0182245,0.00289344,0.00165208,0.00698782,0.0019819,0.000819484,0.0121787,0.00490383,0.0236658,0.00468752,0.00524999,0.0062827,0.0193939,0.0164514,0.00981836,0.0149031,0.0141736,0.0141194,0.0404876,0.000742095,0.0100424
236,0.0246156,0.00286679,0.00213479,0.00603609,0.00988546,0.00249991,0.0047516,0.015877,0.0083026,0.00290238,0.00383267,0.00311229,0.00391559,0.0166914,0.00915879,0.00678995,0.00899772,0.00826178,0.00557277,0.011999,0.0186853,0.00255666,0.00154493,0.00711905,0.00209892,0.000774338,0.0115777,0.00440169,0.0235528,0.00550098,0.00591458,0.00569372,0.0184657,0.0158586,0.00974797,0.0157789,0.0157045,0.0150104,0.0398583,0.000926912,0.0106516
237,0.0244935,0.00290015,0.0024656,0.00618405,0.0100931,0.0025791,0.00514701,0.0161273,0.00839036,0.00395309,0.00397588,0.0026686,0.00389357,0.0169592,0.0100064,0.00740361,0.00950458,0.00862782,0.00582924,0.0118957,0.0192067,0.002356,0.00159022,0.00722359,0.0022007,0.000879813,0.0115887,0.0043241,0.023295,0.00603417,0.00578696,0.00702081,0.0171642,0.0152788,0.00979548,0.0171512,0.0179165,0.0162331,0.0391257,0.000922228,0.0113437
