Timestep,L.ASIS,L.Ankle,L.Biceps,L.Clavicle,L.Elbow,L.Forearm,L.Heel,L.Knee,L.MT5,L.PSIS,L.SH1,L.SH2,L.SH3,L.Shoulder,L.TH1,L.TH2,L.TH3,L.TH4,L.Toe,L.Wrist,R.ASIS,R.Ankle,R.Biceps,R.Clavicle,R.Elbow,R.Forearm,R.Heel,R.Knee,R.MT5,R.PSIS,R.SH1,R.SH2,R.SH3,R.SH4,R.Shoulder,R.TH1,R.TH2,R.TH3,R.Toe,R.Wrist,S2
54,0.0224925,0.00675125,0.00146936,0.00641957,0.0100136,0.00109473,0.00937941,0.0113653,0.00462356,0.00316676,0.00349294,0.0077597,0.00751764,0.0191643,0.0141454,0.0124701,0.0138755,0.0126062,0.0091775,0.0126894,0.0179585,0.0063968,0.0017043,0.00722548,0.00350509,0.000559866,0.0125312,0.00836879,0.0112764,0.00246408,0.00371482,0.00325548,0.00633664,0.00905353,0.010179,0.00613608,0.00585864,0.00527152,0.00665071,0.00167144,0.0110103
55,0.0222577,0.00589407,0.00106968,0.00633924,0.00984408,0.00105264,0.00905965,0.0111429,0.00560787,0.00308414,0.00353039,0.00750435,0.00748606,0.0190433,0.0146018,0.0128228,0.0143362,0.0128289,0.0109893,0.0126265,0.0180833,0.00585554,0.00138553,0.00718415,0.00335312,0.000602999,0.0119917,0.00828381,0.0108475,0.00212249,0.00394407,0.00376799,0.00758285,0.00970699,0.0102527,0.00536926,0.00541309,0.00538697,0.00660348,0.00153988,0.0107053
56,0.0221006,0.00508143,0.000830746,0.00615634,0.00976853,0.00115106,0.00908054,0.0109256,0.00596808,0.00289034,0.00385199,0.00746204,0.00754404,0.0186295,0.0151707,0.0132169,0.0146647,0.013127,0.0122203,0.0126325,0.0181677,0.00532535,0.00118204,0.00724014,0.00312377,0.000670737,0.0115988,0.00819522,0.0105355,0.0017058,0.00420221,0.00430587,0.00859339,0.0102933,0.0102459,0.00512376,0.00516159,0.0055677,0.00755524,0.00131088,0.0104234
57,0.0221243,0.00444489,0.000767004,0.00614955,0.0097238,0.00111557,0.0093658,0.0105128,0.00602392,0.00280307,0.00447099,0.00754523,0.00772184,0.0182864,0.0158632,0.0137572,0.0156166,0.0136139,0.0129606,0.0125061,0.0182767,0.00462453,0.000910876,0.00721575,0.00288349,0.000671135,0.0112216,0.00815221,0.0103011,0.00124012,0.00446936,0.00460271,0.00909886,0.010496,0.0101181,0.00509625,0.00520892,0.00547265,0.00903873,0.00112754,0.0101471
58,0.0221552,0.00409888,0.000718001,0.00622599,0.00967165,0.000980612,0.00956867,0.0100956,0.00619072,0.00289126,0.00511351,0.00696439,0.00792595,0.0180349,0.0165064,0.0141347,0.0167607,0.0142242,0.0131776,0.0123311,0.0183803,0.00426549,0.000635917,0.00718898,0.00259472,0.000605388,0.0111239,0.00808384,0.0104862,0.000790891,0.00447999,0.0045647,0.00929854,0.0104573,0.0100111,0.00502576,0.00532052,0.0052891,0.0103226,0.00104381,0.00997422
59,0.0222578,0.00403055,0.000800643,0.00617841,0.00967686,0.000987402,0.00972025,0.00969192,0.00583643,0.00316834,0.00566187,0.00667522,0.00797506,0.0178387,0.0176863,0.0147791,0.017955,0.0150952,0.0130036,0.0123395,0.0184095,0.00354754,0.000494613,0.00716849,0.00233581,0.000949645,0.01069,0.00820316,0.0111676,0.000683148,0.00438768,0.00451334,0.00951592,0.0103374,0.00987089,0.00474,0.0052493,0.00494642,0.0123424,0.000872058,0.00979159
60,0.0223138,0.00409887,0.000827473,0.00607129,0.00971208,0.00100718,0.00970146,0.00954025,0.00540227,0.00348877,0.00599498,0.00694845,0.00792932,0.017633,0.0191344,0.0154218,0.0190192,0.0159953,0.0123958,0.0123164,0.0185193,0.00314906,0.000652917,0.00703936,0.00210497,0.00102794,0.0101568,0.00834752,0.0121193,0.00101621,0.00403983,0.00436603,0.00955267,0.0100814,0.00976267,0.00458402,0.00499678,0.0045505,0.0139031,0.000594549,0.00980146
61,0.0224037,0.00438993,0.000991308,0.00612584,0.00972234,0.001103,0.0098674,0.00937012,0.00470809,0.00390224,0.00631219,0.00739798,0.00803376,0.0174538,0.0203869,0.0159351,0.0200853,0.0168987,0.0116666,0.0122021,0.018604,0.00286198,0.000836133,0.0070177,0.00191159,0.00118243,0.00951627,0.00848826,0.0130786,0.00148984,0.00368799,0.00432561,0.00956534,0.00972,0.00972448,0.0049594,0.00504523,0.0044185,0.0155658,0.000362503,0.00990507
62,0.0225151,0.00497584,0.00119839,0.00611121,0.00964725,0.00135362,0.0103739,0.0092459,0.0042121,0.0044277,0.00676202,0.0078228,0.0082653,0.0173257,0.0213012,0.0165135,0.0219457,0.0179288,0.0110622,0.0121932,0.0186467,0.00300008,0.00111574,0.00709636,0.001713,0.00137004,0.00906417,0.00863366,0.0140427,0.00194015,0.00349379,0.00441238,0.00983093,0.00942943,0.00967012,0.00509205,0.00547556,0.00446189,0.0176463,0.000211572,0.00998362
63,0.022636,0.00572753,0.00149911,0.0060698,0.00961834,0.00157794,0.011331,0.00924756,0.00396069,0.00501282,0.00723515,0.00826319,0.00847267,0.0172288,0.0223862,0.0171509,0.0238604,0.0190711,0.0105494,0.012556,0.0187335,0.00351827,0.00147091,0.00714467,0.00157412,0.00140882,0.00845443,0.00884331,0.0149813,0.00234182,0.00349362,0.00449729,0.010061,0.00911524,0.00964238,0.00510815,0.00548097,0.0046428,0.0188384,5.09888e-05,0.0101263
64,0.0226971,0.00663566,0.00170299,0.00595915,0.00955467,0.0016368,0.0123994,0.00931141,0.00431853,0.00572553,0.00753127,0.0085412,0.00870471,0.017118,0.0236245,0.0176422,0.025173,0.0201358,0.0103446,0.0127279,0.0188516,0.00421459,0.00173637,0.00713491,0.0014244,0.00154112,0.00778187,0.0091848,0.0162219,0.00265987,0.00343763,0.00470156,0.0104135,0.0089967,0.00957943,0.00537396,0.0056136,0.00482409,0.0204334,0.000190149,0.0103883
65,0.0227559,0.00771087,0.00165662,0.00594386,0.00939094,0.00146143,0.013584,0.00934015,0.00501233,0.0063983,0.0073304,0.0086413,0.00895373,0.0169879,0.0243551,0.0182269,0.0258766,0.0210852,0.010545,0.0124892,0.0188772,0.00504654,0.00205727,0.00710627,0.00129894,0.00164937,0.00714444,0.00955414,0.0176729,0.00311479,0.00323605,0.00502735,0.01082,0.00883978,0.00958946,0.0058103,0.00610507,0.00507105,0.0226175,0.000357588,0.0105795
66,0.0228075,0.00866833,0.00160662,0.00597759,0.009205,0.00139618,0.0149795,0.00936503,0.00552266,0.0070503,0.00751483,0.00865356,0.00942719,0.0168392,0.0248221,0.0188464,0.0265232,0.0221327,0.0111206,0.0122671,0.0190059,0.00610633,0.00246029,0.00701299,0.00120233,0.00158713,0.00644417,0.00984756,0.0188351,0.00361242,0.00298673,0.0052979,0.0108449,0.00829255,0.00963244,0.00633451,0.00669234,0.00546282,0.0237595,0.0005047,0.01078
67,0.0229513,0.00954082,0.0017156,0.00597296,0.00908503,0.00138031,0.0166611,0.00939924,0.00611492,0.00759356,0.00778582,0.00861215,0.0097908,0.0166964,0.0250778,0.0192754,0.027345,0.023197,0.0121486,0.0122601,0.0190497,0.00710526,0.00282241,0.00697119,0.00112914,0.00167285,0.00593198,0.0101203,0.0201223,0.00422603,0.00268534,0.00541863,0.0107276,0.00770979,0.00966003,0.00717125,0.00736546,0.00602573,0.0251321,0.000701931,0.0108386
68,0.0230721,0.0102437,0.00168637,0.00601067,0.00902007,0.00139599,0.0183887,0.00944389,0.00673461,0.00795645,0.00800405,0.00859618,0.0100018,0.0166562,0.0254093,0.0189251,0.027682,0.0235746,0.0136002,0.0123402,0.0191688,0.00813393,0.00322443,0.00688832,0.00103853,0.00178695,0.00552079,0.0105272,0.0216664,0.00475526,0.00234699,0.00543819,0.0105206,0.00704194,0.00968823,0.00814744,0.00805475,0.00660391,0.0269818,0.000876745,0.0108891
69,0.0230571,0.0107391,0.00165143,0.00603138,0.0089037,0.00130507,0.0196089,0.00949485,0.00732215,0.00810493,0.00825767,0.00872022,0.0101263,0.0165829,0.0254681,0.0183768,0.027583,0.0234414,0.0147243,0.0123725,0.0196029,0.00945863,0.00360751,0.006765,0.00100395,0.00165551,0.0053601,0.0109294,0.0226682,0.00511106,0.00201392,0.00535298,0.00975545,0.00585736,0.00972298,0.00970493,0.00874998,0.0069833,0.0278273,0.000985911,0.0108902
70,0.0231681,0.010926,0.001559,0.00589665,0.00876788,0.00108115,0.020214,0.00962085,0.00800351,0.00835001,0.0083901,0.00884702,0.0101407,0.0165211,0.0247903,0.0177337,0.0270249,0.0228976,0.0158762,0.0122349,0.0195568,0.0103261,0.00370066,0.00670756,0.00108284,0.00177416,0.00549244,0.0111455,0.024193,0.00571987,0.00188953,0.0054037,0.00958611,0.00535996,0.00974006,0.0118265,0.00951644,0.00742123,0.0299855,0.00103949,0.0107149
71,0.0232296,0.0104647,0.00167915,0.0057553,0.00865361,0.00100174,0.0202547,0.00981359,0.00837158,0.00853367,0.00822251,0.00887143,0.00986936,0.0164835,0.0237667,0.0171209,0.0263042,0.0217347,0.0167506,0.0121291,0.0194781,0.0113348,0.00382889,0.00658456,0.001114,0.00193036,0.00596915,0.011264,0.0246904,0.00643025,0.00184342,0.00543122,0.00895555,0.00438479,0.00975741,0.0140268,0.0107125,0.00805027,0.0303302,0.00101466,0.0105399
72,0.0231625,0.00968178,0.00171765,0.00556648,0.00846459,0.000997354,0.0203726,0.0099369,0.00849114,0.00854011,0.00809569,0.00878074,0.00981354,0.016445,0.0224698,0.0160971,0.0248764,0.0197908,0.0171589,0.0119835,0.0194579,0.0121947,0.00392035,0.00652671,0.00118924,0.0017857,0.00630302,0.0114255,0.0255048,0.00700999,0.00174344,0.00559334,0.00852389,0.00369399,0.00979505,0.0157036,0.0119753,0.00889495,0.031209,0.00100828,0.010208
73,0.0230021,0.00837955,0.00157499,0.00556633,0.00819792,0.000883601,0.0192566,0.0100223,0.008545,0.00845481,0.00746302,0.00828357,0.00967141,0.0164229,0.0210093,0.0147454,0.0227973,0.0172329,0.0174955,0.011742,0.0193865,0.0126837,0.00401705,0.00645189,0.00131146,0.00130301,0.00640597,0.0116239,0.026621,0.00748603,0.00181926,0.00575472,0.00859631,0.00349878,0.00989736,0.0172901,0.0131763,0.00954655,0.0327912,0.000960591,0.00967465
74,0.0227246,0.00762506,0.00163545,0.00568814,0.00800012,0.000817116,0.0167375,0.0100659,0.00862853,0.00822849,0.00650708,0.00733437,0.00929182,0.0164049,0.0191744,0.0131672,0.0199842,0.0139366,0.0173894,0.0116717,0.0194174,0.0132396,0.00390664,0.0063907,0.00142144,0.00122701,0.00696485,0.0117707,0.026354,0.00782327,0.0019172,0.00585785,0.00833323,0.0030454,0.0100699,0.0193344,0.0147284,0.0102026,0.0329892,0.000912135,0.00920293
75,0.0224296,0.00642273,0.00166738,0.00568458,0.00786484,0.000770801,0.0147543,0.0100316,0.00851469,0.008056,0.00515267,0.00591102,0.00860088,0.0164724,0.0168916,0.011865,0.0163599,0.0104525,0.0180142,0.0115836,0.0194306,0.0140845,0.00371726,0.00633482,0.00164589,0.00117356,0.00742945,0.0119365,0.0250154,0.0081263,0.00181735,0.00586083,0.00876838,0.00359139,0.0101885,0.0206166,0.0158724,0.0108008,0.0343998,0.000979952,0.00877417
76,0.0221789,0.00521133,0.00175706,0.00553323,0.00771643,0.000675485,0.0122525,0.0101551,0.0088456,0.00789554,0.00397482,0.004632,0.00763047,0.0165,0.0149716,0.0115852,0.0126219,0.00839044,0.0183165,0.0114434,0.0194387,0.013836,0.00345193,0.00626042,0.00186194,0.00123099,0.00789819,0.0121322,0.0257294,0.00835318,0.00206067,0.00602398,0.00890535,0.00345729,0.0102288,0.0216594,0.0168536,0.0113235,0.0358925,0.00101491,0.00840244
77,0.0218438,0.00428239,0.00196445,0.00550372,0.00755406,0.000715324,0.0101469,0.0106441,0.00979515,0.00780423,0.00418119,0.00580852,0.00725006,0.0165369,0.0134515,0.0128891,0.00825394,0.00817679,0.0188765,0.0114058,0.0196899,0.01441,0.00322097,0.00614703,0.0020342,0.00140855,0.00873362,0.0121248,0.0252987,0.00856121,0.00210189,0.00612568,0.00870811,0.0033997,0.0102438,0.0229754,0.0179894,0.0118039,0.0359416,0.000943772,0.00813771
78,0.021538,0.00380653,0.00212773,0.00557281,0.00743035,0.000700092,0.00683191,0.0115231,0.00974118,0.00774242,0.00560406,0.00811434,0.0069772,0.0165935,0.0133448,0.0151817,0.00527059,0.00936101,0.0173912,0.0113862,0.0198557,0.0143925,0.00283791,0.00618347,0.00234632,0.00140126,0.00975796,0.0122279,0.0255023,0.00873429,0.00202069,0.00610333,0.00908139,0.00389416,0.0103408,0.0234317,0.0182848,0.0119247,0.0370367,0.000903786,0.00786024
79,0.021283,0.00266884,0.00229937,0.00558463,0.00726959,0.000705335,0.00607642,0.0124847,0.00885624,0.00788639,0.00730337,0.0103583,0.00771787,0.016674,0.0139224,0.0177663,0.00398819,0.0111127,0.0164665,0.0114322,0.0199528,0.0143003,0.0025393,0.0063378,0.00260749,0.00126943,0.0111329,0.0122579,0.0251905,0.00883911,0.00209167,0.00612274,0.00900878,0.00402555,0.0105526,0.0238819,0.0187989,0.0120479,0.0371966,0.000830115,0.00775571
80,0.0211565,0.00556495,0.00238609,0.00567244,0.00708685,0.000739644,0.015265,0.0131028,0.011078,0.00802773,0.00947811,0.0112249,0.00898745,0.0167088,0.0145419,0.019446,0.00445243,0.0125037,0.0195852,0.0113984,0.0197375,0.0141917,0.00234782,0.00630438,0.00278715,0.00118486,0.0122766,0.0122996,0.0250719,0.00893325,0.00240339,0.00629428,0.00893362,0.00411556,0.0107242,0.0240195,0.0187827,0.0118847,0.037553,0.000802048,0.00779407
81,0.021168,0.0075997,0.00234603,0.00571771,0.00696203,0.000723494,0.019392,0.0132766,0.0131091,0.00794281,0.0101245,0.0114039,0.00977788,0.0167908,0.0146505,0.0199108,0.00493932,0.013273,0.0211705,0.0113159,0.0193253,0.0137692,0.00198934,0.00633929,0.00300401,0.00132339,0.013409,0.0121853,0.0251158,0.00908642,0.00257102,0.00634654,0.00929883,0.00459954,0.0108999,0.0238613,0.0182977,0.0115375,0.0382207,0.000798386,0.00753108
82,0.0210947,0.00288621,0.00256442,0.00574642,0.00676876,0.00084209,0.0150437,0.0132862,0.00836816,0.00776221,0.00915847,0.011201,0.00892427,0.0168627,0.0146028,0.019581,0.00519701,0.01352,0.0169721,0.0112621,0.0190959,0.013073,0.00175924,0.00644181,0.00312657,0.00151216,0.0149275,0.0119508,0.0241173,0.00919329,0.00258196,0.00601133,0.00956915,0.00518168,0.0110991,0.0235849,0.0178223,0.0110967,0.0375858,0.000785923,0.00733572
83,0.0209235,0.00406973,0.00293969,0.0057752,0.00665434,0.000938604,0.00886942,0.0130065,0.00633663,0.00735752,0.0071721,0.0105346,0.0082882,0.0169193,0.0141388,0.0188614,0.0048592,0.0132416,0.013256,0.0112445,0.0190294,0.0121931,0.00170272,0.00649392,0.00318196,0.00169537,0.0165798,0.0116714,0.0231747,0.00922994,0.00263189,0.0056252,0.00983352,0.00588812,0.0112324,0.0231897,0.0171163,0.0104659,0.0371969,0.000761927,0.00691886
84,0.0207003,0.00496127,0.0032832,0.00564829,0.00661283,0.00108102,0.00773034,0.0127579,0.00672309,0.00702432,0.00550031,0.00908537,0.0075668,0.0170056,0.0135349,0.0177531,0.00448707,0.0123946,0.013193,0.011266,0.0189412,0.011375,0.00178703,0.00656378,0.00316554,0.00163948,0.0182863,0.0113853,0.0222573,0.00920431,0.00265969,0.00519632,0.0100613,0.00666808,0.011284,0.0227431,0.0163873,0.00966646,0.0369202,0.000784339,0.0066334
85,0.0203256,0.00501932,0.00345996,0.00564576,0.00653244,0.00123772,0.00697639,0.0125175,0.00646149,0.00674782,0.00366764,0.00726944,0.00651704,0.0170297,0.0128921,0.0161355,0.00354754,0.0107016,0.0129294,0.011332,0.0188179,0.0107407,0.00193319,0.00646145,0.00309669,0.00148777,0.0203565,0.0110112,0.0210004,0.00893497,0.00247797,0.0046483,0.0100732,0.00736582,0.0112674,0.0223575,0.0157859,0.00884504,0.0361556,0.000801487,0.00666232
86,0.0198981,0.00606202,0.00336787,0.0057358,0.0065533,0.00137474,0.00652667,0.0121849,0.00674325,0.00656561,0.00171806,0.00557097,0.00602571,0.0170899,0.0123552,0.0142248,0.00305784,0.00868132,0.0137309,0.0114187,0.0187155,0.0103435,0.00209615,0.00637801,0.00295088,0.00154155,0.0222415,0.0105762,0.0202247,0.00865535,0.00249985,0.00412444,0.00998056,0.00794832,0.0111805,0.0221003,0.0154558,0.00813699,0.0356381,0.000818233,0.00685531
87,0.0194182,0.00770761,0.00323213,0.005717,0.00663724,0.00153013,0.00583221,0.0118335,0.00798667,0.00643664,0.00151608,0.00464481,0.00749935,0.017099,0.0120176,0.0123733,0.00377956,0.00650249,0.0160099,0.0115043,0.0186137,0.0100106,0.00227095,0.0063712,0.00276506,0.00155206,0.0237462,0.0101543,0.0201943,0.00835826,0.00268618,0.00360151,0.0099298,0.00850802,0.0110485,0.0216559,0.0151624,0.00740919,0.0353897,0.000845716,0.00708507
88,0.0190161,0.00789641,0.00324428,0.00566708,0.00672851,0.00162673,0.00558688,0.0117774,0.00952652,0.00640291,0.00358714,0.00491503,0.00968628,0.0170926,0.0122771,0.0110811,0.00547055,0.00538923,0.0184705,0.0115353,0.0185837,0.010063,0.00230981,0.00642167,0.00266358,0.00152707,0.0250006,0.00966243,0.0191331,0.00798272,0.00288191,0.00305725,0.00937116,0.00851503,0.0109725,0.0215425,0.0151889,0.00723326,0.034056,0.000795308,0.00733884
89,0.0189672,0.00525231,0.00318595,0.00569437,0.00675426,0.00170371,0.00712849,0.0121599,0.0108868,0.00650872,0.00393991,0.00591772,0.0104027,0.0171692,0.0128758,0.010571,0.00678959,0.00591407,0.0204941,0.011501,0.0183302,0.0102793,0.00208795,0.00653458,0.00277782,0.00151159,0.0260382,0.00920471,0.0195764,0.0078364,0.00297976,0.00249886,0.0090124,0.00878887,0.0109966,0.0210155,0.0146829,0.00692198,0.0331676,0.00065626,0.00742714
90,0.0191423,0.00357524,0.00316324,0.00583266,0.00669727,0.00165629,0.010423,0.0129705,0.0108255,0.00671194,0.00183589,0.00632884,0.00842645,0.0172785,0.0132288,0.0102818,0.00755622,0.00479713,0.0202025,0.0114211,0.0179953,0.0104201,0.0017701,0.00655183,0.00305678,0.00154085,0.0263465,0.00895178,0.0189482,0.00783009,0.00280956,0.00206161,0.00806472,0.00846199,0.0111981,0.020638,0.0145143,0.00699003,0.0317899,0.000517772,0.00733796
91,0.0197262,0.0043265,0.00307171,0.005979,0.0065969,0.00147947,0.014636,0.0138036,0.00994325,0.00688796,0.00189602,0.00664725,0.00618219,0.0173523,0.013207,0.00966624,0.00716119,0.00193999,0.0179594,0.0113153,0.0175436,0.0106196,0.00134011,0.00652236,0.00337185,0.00169909,0.0264803,0.00884966,0.0190434,0.00796813,0.00257144,0.00154413,0.00720356,0.00827336,0.0114116,0.0199397,0.0139913,0.00711133,0.0304432,0.000314938,0.00706265
92,0.0205806,0.0049657,0.00292693,0.00582767,0.00651654,0.00133779,0.0183306,0.0144016,0.00993002,0.00705094,0.004731,0.00718296,0.00600296,0.0173145,0.0126875,0.00931933,0.00569887,0.00185045,0.0162465,0.0111886,0.0170986,0.0114162,0.00105462,0.00657105,0.00363279,0.00184224,0.0274226,0.0088156,0.0194579,0.00844974,0.00239328,0.00168739,0.0065771,0.00854906,0.0115058,0.0183629,0.0126118,0.0071473,0.0298437,0.000127509,0.00681829
93,0.0214155,0.00529625,0.00280685,0.0057937,0.00652693,0.00126854,0.0211151,0.0147376,0.0104036,0.00717813,0.00584439,0.00721779,0.00615927,0.0172086,0.012008,0.010316,0.00353394,0.00444864,0.0160465,0.0111513,0.016906,0.0106553,0.00095657,0.006625,0.00377802,0.0018548,0.0248629,0.00890366,0.0204975,0.00890054,0.00230524,0.00223985,0.00413918,0.00654748,0.0115328,0.0174764,0.0126325,0.00834468,0.0285166,6.14788e-05,0.0065745
94,0.0221787,0.00622236,0.00277112,0.00581587,0.00656206,0.00119446,0.0223844,0.0147747,0.0112665,0.00722746,0.005559,0.00651021,0.00547541,0.0171435,0.0109841,0.011817,0.00174473,0.00678312,0.0171108,0.011192,0.0169531,0.0105576,0.000915292,0.00675748,0.00389305,0.00185133,0.0228753,0.00896377,0.0211447,0.00924038,0.00275916,0.00348094,0.00176177,0.00484688,0.0115787,0.015922,0.011665,0.00927007,0.0278123,0.000174505,0.00628935
95,0.0228238,0.00692378,0.00284513,0.00591206,0.00656464,0.00120447,0.0220079,0.0149075,0.011792,0.00725445,0.00420743,0.00541905,0.00426218,0.0171532,0.00979737,0.0122051,0.00138832,0.00802577,0.017546,0.0112114,0.0170199,0.0110325,0.000927607,0.00685614,0.00399091,0.00193139,0.0207075,0.00880566,0.020732,0.00950709,0.00340433,0.00460417,0.00123406,0.00293046,0.0116969,0.0140705,0.010674,0.0100503,0.0274086,0.000265573,0.00609985
96,0.0232123,0.00680731,0.00296267,0.0060621,0.0065504,0.0011641,0.0204274,0.015325,0.012163,0.00723291,0.00292022,0.00409822,0.00370471,0.0171291,0.0087011,0.0109507,0.00218702,0.00806234,0.0173503,0.011182,0.0172059,0.0119222,0.00107728,0.00688439,0.00403506,0.00195047,0.0174419,0.00834171,0.0199133,0.00971084,0.00410659,0.00508391,0.00380639,0.00109344,0.0119096,0.0122862,0.0100813,0.0104246,0.025882,0.000320966,0.00611373
97,0.0234046,0.00629083,0.00298522,0.00603387,0.006587,0.00112837,0.018172,0.0156869,0.0123837,0.00717861,0.00313809,0.00327661,0.0046394,0.0170671,0.00794016,0.00911912,0.00366456,0.00750744,0.0181099,0.0112362,0.0174278,0.0138838,0.00122465,0.00686399,0.00409007,0.0019548,0.0145167,0.00761388,0.0175105,0.00971506,0.00455968,0.00536698,0.00585794,0.0024316,0.0119089,0.0103444,0.00947911,0.010341,0.0241799,0.00039287,0.00611642
98,0.0233691,0.00547175,0.00297256,0.00577448,0.00668577,0.00144515,0.0158028,0.016049,0.013471,0.00694303,0.00405504,0.00385607,0.00620526,0.0170061,0.00749583,0.00788204,0.00558744,0.00685545,0.019988,0.0113573,0.0176486,0.0158945,0.00125327,0.00689658,0.00406008,0.00188713,0.0126006,0.00677045,0.0160307,0.00945608,0.00500592,0.00553898,0.00744164,0.00445528,0.0118728,0.00889756,0.00942332,0.0101855,0.0212233,0.00041017,0.00619943
99,0.0232572,0.00454479,0.00275677,0.00515599,0.00689726,0.00165872,0.014247,0.0162141,0.0140979,0.00646324,0.00457524,0.00459261,0.00688664,0.0168632,0.00753879,0.00686589,0.00709817,0.00674508,0.0217602,0.0116486,0.0178653,0.0175118,0.00106328,0.00695882,0.00395084,0.00180543,0.014151,0.00619538,0.014117,0.00872045,0.00513742,0.00582753,0.00873402,0.00652678,0.0117689,0.00848613,0.00999318,0.0100787,0.0184415,0.000425443,0.00632367
100,0.0230507,0.00369193,0.00254903,0.00472218,0.00700097,0.0016652,0.013111,0.0162463,0.0140419,0.00578739,0.0049281,0.00515157,0.00707483,0.0167598,0.00829759,0.00601007,0.00802712,0.00675699,0.0219232,0.0118187,0.0181032,0.0189108,0.000818206,0.00695525,0.00367902,0.00179239,0.0195391,0.00591485,0.0134952,0.00741755,0.00528091,0.00656517,0.00992144,0.00862843,0.0116183,0.0092126,0.0111535,0.0100781,0.0151859,0.0004672,0.00665895
101,0.0228157,0.00294114,0.00246311,0.00460323,0.00714833,0.00184608,0.0124849,0.0161184,0.0131964,0.00495906,0.00500708,0.00498603,0.00655663,0.0166788,0.00901308,0.00582264,0.0086545,0.00615588,0.0213116,0.0119836,0.0183107,0.0198886,0.000707233,0.00689637,0.00331628,0.00172207,0.0248799,0.00599009,0.0147482,0.00565418,0.00562977,0.00706431,0.0110788,0.0104222,0.0114642,0.0107348,0.0126599,0.0107193,0.0148999,0.00042989,0.00737575
102,0.0224817,0.00272195,0.00245376,0.004605,0.00729995,0.00184897,0.0111279,0.0160088,0.012757,0.00404841,0.00467462,0.00410802,0.00563578,0.016579,0.00961182,0.0058214,0.00905281,0.00577425,0.0206987,0.012125,0.0185025,0.0210698,0.00105062,0.00676641,0.00278585,0.00168808,0.0286057,0.00619263,0.0188103,0.00377562,0.00600604,0.00753755,0.0121209,0.0119893,0.0112703,0.0123977,0.0140727,0.0117072,0.0164451,0.000284302,0.00837014
103,0.0221464,0.0030994,0.00245774,0.00456198,0.00739829,0.00168624,0.00987025,0.0158482,0.0125249,0.0032678,0.00374423,0.00236721,0.00405779,0.0164853,0.00956571,0.00550328,0.00881193,0.00570765,0.020431,0.0121857,0.0186513,0.0214476,0.00166493,0.00671206,0.0021537,0.00172124,0.030096,0.00622218,0.0215975,0.00205519,0.00624045,0.00781761,0.0130635,0.0131371,0.0110935,0.0139333,0.0155374,0.0129726,0.0203367,0.000143401,0.00948319
104,0.0219962,0.00381209,0.00255028,0.00454504,0.00748962,0.00171058,0.00859614,0.0156491,0.0128429,0.00302003,0.00279207,0.000616678,0.00221711,0.0164324,0.00896014,0.0052098,0.00820225,0.00584258,0.0201384,0.0122423,0.0185722,0.0199253,0.00228133,0.00677147,0.00158416,0.00191108,0.029225,0.00608826,0.0229437,0.00156242,0.0064647,0.00791008,0.0139103,0.0138056,0.0109995,0.0150709,0.0168566,0.0144609,0.0248859,5.4972e-05,0.0103559
105,0.0220137,0.00447777,0.00278816,0.00439825,0.00753301,0.00169838,0.00773588,0.0156011,0.0126319,0.00289234,0.00275485,0.00263101,0.00156221,0.0163106,0.00812271,0.00484443,0.00742531,0.00605828,0.0194757,0.0123284,0.0180784,0.0176487,0.00261713,0.00679329,0.00123338,0.00207796,0.0283185,0.00612269,0.0227594,0.00200926,0.00700022,0.00843507,0.0145123,0.0139741,0.0110045,0.0157001,0.0178986,0.0160552,0.0297835,0.000111662,0.0107928
106,0.0221427,0.00465409,0.00313499,0.00441827,0.00742742,0.00172817,0.00708309,0.0156262,0.0126241,0.00246684,0.00312289,0.00424375,0.00230167,0.0160873,0.00695256,0.0039846,0.0066549,0.00639028,0.0188953,0.0121811,0.017603,0.0149727,0.00279114,0.00632209,0.000990323,0.00221251,0.0270989,0.00663508,0.0241947,0.00199665,0.00726545,0.00863324,0.015181,0.013837,0.010986,0.0160451,0.0185148,0.0172519,0.0347568,0.000155018,0.0104516
107,0.0223781,0.00438231,0.00330072,0.00476986,0.0072419,0.00166338,0.00664137,0.0157106,0.0121978,0.00216698,0.00310305,0.00432203,0.0024425,0.015907,0.00565908,0.00320638,0.00590173,0.00675143,0.0184946,0.0120262,0.0171432,0.0132451,0.00304455,0.00560847,0.00084487,0.00224395,0.0266125,0.00717431,0.0251617,0.00161761,0.00751776,0.00869021,0.0158252,0.013758,0.0109226,0.0159829,0.0189007,0.0178907,0.0390923,2.70323e-05,0.00958095
108,0.0225845,0.00459728,0.00340237,0.00487447,0.00703807,0.00148477,0.00587069,0.0157987,0.0118571,0.00209542,0.00298337,0.00323244,0.00228141,0.0157682,0.00482876,0.0030845,0.00580218,0.00703384,0.0176076,0.0118664,0.0168644,0.011835,0.00353792,0.00543138,0.000817378,0.00224764,0.0265374,0.00749665,0.0257354,0.00149689,0.00781726,0.00862719,0.0163755,0.0139802,0.0109505,0.0156709,0.0191162,0.0180667,0.0426979,0.000330443,0.0087559
